"id","time","St","curve"
1,0,100,1
2,0,100,1
3,0.0126582278481013,99.8759689922481,1
4,0.0253164556962025,99.8759689922481,1
5,0.0379746835443038,99.7519379844961,1
6,0.0379746835443038,99.7519379844961,1
7,0.0506329113924051,98.2635658914729,1
8,0.0506329113924051,98.2635658914729,1
9,0.0632911392405063,98.1395348837209,1
10,0.20253164556962,98.1395348837209,1
11,0.215189873417722,97.8914728682171,1
12,0.215189873417722,97.8914728682171,1
13,0.227848101265823,97.6434108527132,1
14,0.69620253164557,97.6434108527132,1
15,0.708860759493671,97.3953488372093,1
16,1.73417721518987,97.3953488372093,1
17,1.74683544303797,97.2713178294574,1
18,1.77215189873418,97.2713178294574,1
19,1.78481012658228,96.7751937984496,1
20,1.88607594936709,96.7751937984496,1
21,1.89873417721519,94.7906976744186,1
22,1.93670886075949,94.7906976744186,1
23,1.94936708860759,94.2945736434108,1
24,1.94936708860759,94.2945736434108,1
25,1.9620253164557,90.077519379845,1
26,1.9620253164557,90.077519379845,1
27,1.9746835443038,89.953488372093,1
28,1.9746835443038,89.953488372093,1
29,1.9873417721519,88.3410852713178,1
30,1.9873417721519,88.3410852713178,1
31,2,88.2170542635659,1
32,2.11392405063291,88.2170542635659,1
33,2.12658227848101,88.0930232558139,1
34,2.12658227848101,88.0930232558139,1
35,2.13924050632911,87.968992248062,1
36,2.13924050632911,87.968992248062,1
37,2.15189873417722,84.9922480620155,1
38,2.81012658227848,84.9922480620155,1
39,2.82278481012658,82.015503875969,1
40,2.83544303797468,82.015503875969,1
41,2.84810126582278,81.8914728682171,1
42,2.86075949367089,81.8914728682171,1
43,2.87341772151899,81.6434108527132,1
44,3.43037974683544,81.6434108527132,1
45,3.44303797468354,80.5271317829457,1
46,3.44303797468354,80.5271317829457,1
47,3.45569620253165,80.4031007751938,1
48,3.48101265822785,80.4031007751938,1
49,3.49367088607595,78.6666666666667,1
50,3.49367088607595,78.6666666666667,1
51,3.50632911392405,78.5426356589147,1
52,3.64556962025316,78.5426356589147,1
53,3.65822784810127,78.1705426356589,1
54,3.65822784810127,78.1705426356589,1
55,3.67088607594937,78.046511627907,1
56,3.87341772151899,78.046511627907,1
57,3.88607594936709,75.0697674418605,1
58,3.88607594936709,75.0697674418605,1
59,3.89873417721519,74.9457364341085,1
60,6,74.9457364341085,1
61,6.0126582278481,74.6976744186046,1
62,6.9873417721519,74.6976744186046,1
63,7,71.5968992248062,1
64,7,71.5968992248062,1
65,7.0126582278481,71.4728682170543,1
66,7.88607594936709,71.4728682170543,1
67,7.89873417721519,71.3488372093023,1
68,12.5189873417722,71.3488372093023,1
69,12.5316455696203,70.6046511627907,1
70,12.5316455696203,70.6046511627907,1
71,12.5443037974684,65.6434108527132,1
72,12.5569620253165,65.6434108527132,1
73,12.5696202531646,65.5193798449612,1
74,31.3291139240506,65.5193798449612,1
75,31.3417721518987,65.2713178294574,1
76,31.3544303797468,65.2713178294574,1
1,0,100,2
2,0.0632911392405063,100,2
3,0.0759493670886076,100,2
4,0.0886075949367089,99.8759689922481,2
5,0.0886075949367089,99.8759689922481,2
6,0.10126582278481,99.7519379844961,2
7,0.658227848101266,99.7519379844961,2
8,0.670886075949367,98.6356589147287,2
9,1.56962025316456,98.6356589147287,2
10,1.58227848101266,98.3875968992248,2
11,1.58227848101266,98.3875968992248,2
12,1.59493670886076,98.2635658914729,2
13,1.60759493670886,98.2635658914729,2
14,1.62025316455696,98.1395348837209,2
15,1.77215189873418,98.1395348837209,2
16,1.78481012658228,98.015503875969,2
17,1.78481012658228,98.015503875969,2
18,1.79746835443038,97.5193798449612,2
19,1.79746835443038,97.5193798449612,2
20,1.81012658227848,97.3953488372093,2
21,1.81012658227848,97.3953488372093,2
22,1.82278481012658,97.2713178294574,2
23,1.82278481012658,97.2713178294574,2
24,1.83544303797468,97.1472868217054,2
25,1.83544303797468,97.1472868217054,2
26,1.84810126582278,97.0232558139535,2
27,1.86075949367089,97.0232558139535,2
28,1.87341772151899,96.7751937984496,2
29,1.87341772151899,96.7751937984496,2
30,1.88607594936709,96.6511627906977,2
31,1.88607594936709,96.6511627906977,2
32,1.89873417721519,96.4031007751938,2
33,1.89873417721519,96.4031007751938,2
34,1.91139240506329,96.2790697674419,2
35,1.92405063291139,96.2790697674419,2
36,1.93670886075949,96.1550387596899,2
37,1.93670886075949,96.1550387596899,2
38,1.94936708860759,94.2945736434109,2
39,5.35443037974684,94.2945736434109,2
40,5.36708860759494,93.7984496124031,2
41,5.36708860759494,93.7984496124031,2
42,5.37974683544304,93.0542635658915,2
43,11.0632911392405,93.0542635658915,2
44,11.0759493670886,91.5658914728682,2
45,11.0759493670886,91.5658914728682,2
46,11.0886075949367,91.4418604651163,2
47,11.0886075949367,91.4418604651163,2
48,11.1012658227848,91.3178294573643,2
49,11.1012658227848,91.3178294573643,2
50,11.1139240506329,91.1937984496124,2
51,11.1139240506329,91.1937984496124,2
52,11.126582278481,91.0697674418605,2
53,11.1392405063291,91.0697674418605,2
54,11.1518987341772,90.9457364341085,2
55,16.5316455696203,90.9457364341085,2
56,16.5443037974684,90.3255813953488,2
57,16.5443037974684,90.3255813953488,2
58,16.5569620253165,89.953488372093,2
59,16.5569620253165,89.953488372093,2
60,16.5696202531646,89.8294573643411,2
61,16.5822784810127,89.8294573643411,2
62,16.5949367088608,89.7054263565891,2
63,16.5949367088608,89.7054263565891,2
64,16.6075949367089,89.5813953488372,2
65,16.6075949367089,89.5813953488372,2
66,16.620253164557,89.4573643410853,2
67,16.620253164557,89.4573643410853,2
68,16.6329113924051,89.3333333333333,2
69,16.6329113924051,89.3333333333333,2
70,16.6455696202532,89.2093023255814,2
71,16.6455696202532,89.2093023255814,2
72,16.6582278481013,89.0852713178295,2
73,16.6582278481013,89.0852713178295,2
74,16.6708860759494,88.9612403100775,2
75,16.6708860759494,88.9612403100775,2
76,16.6835443037975,88.5891472868217,2
77,16.6835443037975,88.5891472868217,2
78,16.6962025316456,88.4651162790698,2
79,17.4683544303797,88.4651162790698,2
80,17.4810126582278,87.7209302325581,2
81,17.4810126582278,87.7209302325581,2
82,17.493670886076,85.3643410852713,2
83,27.2151898734177,85.3643410852713,2
84,27.2278481012658,78.4186046511628,2
85,27.2278481012658,78.4186046511628,2
86,27.2405063291139,78.2945736434109,2
87,27.3291139240506,78.2945736434109,2
88,27.3417721518987,77.7984496124031,2
89,27.3417721518987,77.7984496124031,2
90,27.3544303797468,77.5503875968992,2
91,27.3670886075949,77.5503875968992,2
92,27.379746835443,77.4263565891473,2
93,35.0632911392405,77.4263565891473,2
94,35.0759493670886,77.3023255813954,2
95,35.0759493670886,77.3023255813954,2
96,35.0886075949367,76.9302325581395,2
97,35.1772151898734,76.9302325581395,2
98,35.1898734177215,76.8062015503876,2
99,35.1898734177215,76.8062015503876,2
100,35.2025316455696,76.4341085271318,2
101,35.2025316455696,76.4341085271318,2
102,35.2151898734177,76.1860465116279,2
103,35.253164556962,76.1860465116279,2
